,Tenure,City_Tier,CC_Contacted_LY,Payment,Gender,Service_Score,Account_user_count,account_segment,CC_Agent_Score,Marital_Status,rev_per_month,Complain_ly,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Login_device
9170,6.0,3.0,11.0,2,0,4.0,4.0,2,5.0,1,3.0,0.0,13.0,1.0,1.0,157.0,0
9171,30.0,1.0,15.0,0,0,4.0,4.0,1,5.0,1,7.0,0.0,16.0,1.0,3.0,325.0,1
9172,3.0,1.0,19.0,1,0,3.0,4.0,2,2.0,0,4.0,0.0,16.0,1.0,9.0,163.0,1
9174,19.0,1.0,21.0,1,0,3.0,4.0,2,3.0,0,9.0,1.0,22.0,2.0,3.0,176.0,1
9175,11.0,1.0,13.0,2,0,3.0,5.0,3,2.0,0,4.0,0.0,16.0,4.0,12.0,194.0,1
9177,8.0,1.0,23.0,2,1,4.0,4.0,2,3.0,2,3.0,1.0,13.0,2.0,3.0,157.0,1
9178,27.0,1.0,17.0,1,0,3.0,4.0,1,3.0,1,7.0,0.0,19.0,5.0,8.0,317.0,1
9179,3.0,1.0,28.0,2,0,4.0,6.0,2,2.0,0,3.0,1.0,20.0,2.0,4.0,152.0,1
9180,1.0,1.0,13.0,2,1,3.0,5.0,2,2.0,0,5.0,1.0,13.0,1.0,1.0,155.0,0
9181,20.0,3.0,14.0,3,0,4.0,4.0,4,5.0,0,11.0,0.0,24.0,13.0,10.0,295.0,1
9185,4.0,3.0,42.0,2,1,4.0,4.0,3,5.0,1,14.0,0.0,22.0,2.0,4.0,166.0,1
9186,14.0,3.0,11.0,1,1,4.0,4.0,3,4.0,0,9.0,0.0,15.0,2.0,1.0,170.0,0
9187,24.0,1.0,15.0,1,0,2.0,4.0,4,5.0,0,7.0,0.0,25.0,3.0,3.0,304.0,0
9188,2.0,1.0,32.0,1,1,4.0,5.0,2,5.0,0,6.0,0.0,15.0,2.0,4.0,160.0,1
9189,20.0,1.0,29.0,2,1,3.0,4.0,1,4.0,0,8.0,0.0,12.0,2.0,4.0,318.0,1
9190,9.0,3.0,28.0,2,1,4.0,4.0,3,5.0,0,5.0,1.0,17.0,2.0,8.0,220.0,1
9192,7.0,3.0,34.0,1,0,3.0,4.0,3,3.0,0,4.0,0.0,14.0,1.0,2.0,173.0,0
9193,10.0,1.0,18.0,2,1,3.0,6.0,2,3.0,1,6.0,0.0,15.0,1.0,8.0,153.0,1
9194,4.0,1.0,16.0,2,1,3.0,4.0,3,3.0,1,4.0,0.0,16.0,9.0,10.0,164.0,1
9195,18.0,1.0,42.0,4,1,3.0,4.0,3,2.0,2,6.0,0.0,27.0,2.0,18.0,177.0,1
9196,1.0,3.0,31.0,3,1,3.0,2.0,2,2.0,2,5.0,0.0,18.0,1.0,3.0,152.0,1
9198,16.0,2.0,12.0,1,1,4.0,2.0,3,5.0,0,11.0,0.0,17.0,1.0,4.0,188.0,0
9199,31.0,3.0,20.0,3,1,3.0,2.0,3,2.0,1,2.0,1.0,20.0,1.0,10.0,182.0,1
9200,6.0,1.0,25.0,4,0,4.0,5.0,2,4.0,0,115.0,0.0,23.0,1.0,3.0,158.0,0
9202,10.0,1.0,12.0,0,0,4.0,6.0,0,5.0,1,8.0,1.0,23.0,6.0,8.0,228.0,1
9203,7.0,1.0,19.0,1,1,3.0,4.0,2,2.0,0,6.0,0.0,16.0,2.0,11.0,154.0,1
9204,14.0,3.0,23.0,0,0,3.0,5.0,3,4.0,1,9.0,0.0,15.0,2.0,4.0,198.0,1
9208,9.0,3.0,19.0,3,0,4.0,5.0,0,2.0,0,6.0,1.0,14.0,3.0,13.0,235.0,0
9211,18.0,1.0,14.0,2,0,4.0,2.0,2,2.0,0,5.0,0.0,15.0,7.0,8.0,150.0,1
9212,1.0,1.0,21.0,1,0,4.0,5.0,2,4.0,2,6.0,1.0,27.0,2.0,1.0,150.0,0
9213,3.0,1.0,9.0,2,0,4.0,4.0,2,2.0,1,3.0,0.0,16.0,1.0,3.0,163.0,1
9217,31.0,3.0,17.0,2,0,3.0,5.0,3,2.0,2,10.0,0.0,20.0,1.0,6.0,181.0,1
9218,17.0,1.0,16.0,2,1,4.0,6.0,1,2.0,0,5.0,0.0,16.0,2.0,8.0,324.0,1
9219,23.0,1.0,15.0,1,1,3.0,5.0,1,3.0,0,7.0,0.0,16.0,1.0,1.0,313.0,1
9220,10.0,1.0,17.0,0,1,3.0,4.0,2,4.0,0,3.0,0.0,13.0,2.0,8.0,168.0,0
9221,22.0,1.0,11.0,0,1,4.0,2.0,2,4.0,2,11.0,0.0,13.0,1.0,1.0,152.0,1
9222,1.0,1.0,18.0,2,1,4.0,4.0,2,3.0,1,4.0,0.0,14.0,2.0,4.0,152.0,1
9223,3.0,1.0,20.0,2,1,3.0,4.0,3,2.0,1,7.0,1.0,12.0,1.0,1.0,194.0,1
9224,22.0,1.0,12.0,2,1,4.0,5.0,1,2.0,2,8.0,0.0,15.0,2.0,1.0,311.0,1
9225,3.0,1.0,13.0,2,0,3.0,5.0,4,2.0,1,5.0,0.0,16.0,1.0,8.0,293.0,1
9226,8.0,1.0,30.0,0,0,3.0,2.0,2,3.0,0,3.0,0.0,18.0,2.0,1.0,155.0,1
9227,18.0,3.0,19.0,3,1,3.0,4.0,1,4.0,0,12.0,0.0,12.0,2.0,11.0,310.0,1
9228,7.0,3.0,21.0,3,1,3.0,2.0,0,3.0,1,3.0,1.0,16.0,2.0,9.0,216.0,1
9229,1.0,1.0,35.0,2,0,3.0,2.0,2,2.0,2,4.0,1.0,15.0,2.0,2.0,156.0,1
9230,1.0,1.0,13.0,2,1,3.0,4.0,2,3.0,0,4.0,0.0,25.0,1.0,2.0,140.0,1
9231,1.0,3.0,34.0,2,1,4.0,6.0,2,2.0,2,3.0,1.0,17.0,2.0,1.0,142.0,0
9234,29.0,1.0,19.0,1,1,3.0,5.0,4,4.0,1,5.0,1.0,17.0,4.0,1.0,263.0,0
9235,1.0,1.0,19.0,2,0,3.0,5.0,2,3.0,2,7.0,0.0,23.0,3.0,3.0,154.0,0
9241,2.0,1.0,12.0,1,1,3.0,4.0,2,3.0,2,4.0,1.0,13.0,1.0,3.0,147.0,0
9242,18.0,1.0,17.0,2,1,4.0,2.0,1,5.0,1,3.0,0.0,17.0,2.0,14.0,324.0,1
9244,9.0,1.0,18.0,2,1,4.0,4.0,2,3.0,0,3.0,1.0,16.0,2.0,3.0,162.0,1
9245,16.0,1.0,18.0,1,0,4.0,2.0,3,4.0,0,11.0,1.0,18.0,1.0,1.0,156.0,1
9246,17.0,3.0,15.0,3,0,3.0,5.0,0,2.0,2,6.0,0.0,17.0,11.0,18.0,234.0,1
9247,10.0,1.0,12.0,2,0,3.0,4.0,3,4.0,2,14.0,1.0,14.0,5.0,13.0,183.0,1
9250,25.0,1.0,15.0,1,0,3.0,5.0,2,3.0,2,2.0,0.0,17.0,8.0,8.0,160.0,0
9252,1.0,1.0,18.0,0,0,3.0,4.0,2,3.0,1,7.0,1.0,16.0,2.0,8.0,164.0,1
9253,2.0,1.0,13.0,0,1,3.0,4.0,2,5.0,2,7.0,0.0,12.0,1.0,3.0,152.0,1
9254,1.0,1.0,10.0,1,0,3.0,4.0,2,4.0,2,6.0,0.0,19.0,2.0,2.0,147.0,1
9256,19.0,1.0,34.0,1,0,3.0,4.0,1,4.0,2,6.0,0.0,25.0,2.0,1.0,309.0,0
9257,13.0,1.0,24.0,1,0,4.0,5.0,4,4.0,1,9.0,1.0,16.0,14.0,3.0,302.0,1
9258,31.0,1.0,37.0,2,1,3.0,4.0,2,3.0,1,3.0,0.0,14.0,3.0,3.0,155.0,1
9259,1.0,1.0,19.0,2,1,4.0,4.0,3,3.0,0,3.0,0.0,21.0,2.0,2.0,181.0,1
9260,3.0,1.0,34.0,1,1,4.0,4.0,2,5.0,2,6.0,0.0,16.0,1.0,4.0,164.0,1
9261,4.0,1.0,18.0,0,0,3.0,5.0,3,2.0,0,2.0,0.0,15.0,6.0,8.0,175.0,1
9262,10.0,1.0,21.0,0,0,4.0,4.0,0,3.0,0,6.0,0.0,14.0,1.0,8.0,200.0,1
9263,20.0,2.0,14.0,2,0,3.0,4.0,2,5.0,2,12.0,0.0,15.0,4.0,8.0,159.0,1
9264,2.0,1.0,9.0,2,0,3.0,6.0,3,2.0,0,6.0,0.0,14.0,8.0,6.0,194.0,0
9265,24.0,1.0,38.0,2,0,3.0,4.0,4,5.0,0,10.0,1.0,14.0,1.0,3.0,298.0,1
9266,4.0,3.0,34.0,3,1,3.0,5.0,0,4.0,2,6.0,1.0,13.0,1.0,1.0,218.0,1
9267,16.0,3.0,14.0,2,1,4.0,4.0,0,4.0,2,13.0,1.0,22.0,6.0,8.0,211.0,1
9268,4.0,1.0,27.0,1,0,4.0,4.0,0,5.0,0,4.0,1.0,25.0,1.0,9.0,244.0,1
9271,15.0,3.0,20.0,1,1,3.0,6.0,3,4.0,2,3.0,0.0,16.0,4.0,10.0,187.0,0
9273,8.0,1.0,12.0,2,1,3.0,4.0,2,5.0,0,6.0,0.0,14.0,2.0,3.0,153.0,1
9275,29.0,1.0,16.0,1,0,3.0,6.0,1,3.0,0,10.0,0.0,17.0,6.0,12.0,324.0,1
9276,30.0,2.0,17.0,2,1,3.0,4.0,1,4.0,2,9.0,0.0,17.0,2.0,8.0,326.0,1
9277,14.0,1.0,27.0,2,1,4.0,4.0,2,3.0,1,135.0,0.0,17.0,2.0,1.0,163.0,0
9278,8.0,1.0,18.0,2,1,3.0,4.0,0,2.0,1,5.0,0.0,14.0,2.0,7.0,211.0,1
9279,14.0,1.0,11.0,2,1,4.0,4.0,3,2.0,2,7.0,0.0,16.0,4.0,9.0,179.0,1
9284,8.0,3.0,27.0,1,0,4.0,4.0,3,5.0,2,5.0,0.0,13.0,2.0,7.0,187.0,1
9285,1.0,1.0,29.0,1,1,4.0,4.0,2,2.0,0,5.0,0.0,13.0,2.0,3.0,167.0,1
9287,14.0,1.0,12.0,2,1,3.0,4.0,2,4.0,0,8.0,0.0,25.0,2.0,4.0,149.0,1
9288,10.0,3.0,17.0,3,0,3.0,2.0,3,5.0,0,5.0,0.0,19.0,6.0,14.0,172.0,0
9290,1.0,3.0,25.0,1,0,4.0,2.0,2,2.0,0,14.0,0.0,16.0,2.0,1.0,155.0,1
9291,25.0,1.0,25.0,0,0,3.0,5.0,4,4.0,2,5.0,0.0,18.0,1.0,4.0,259.0,1
9292,1.0,1.0,13.0,2,0,4.0,4.0,2,2.0,2,7.0,0.0,17.0,2.0,1.0,141.0,0
9293,9.0,1.0,10.0,1,0,3.0,5.0,3,2.0,0,6.0,0.0,15.0,2.0,1.0,180.0,1
9294,1.0,3.0,12.0,2,1,3.0,6.0,3,2.0,2,7.0,0.0,23.0,2.0,1.0,178.0,0
9296,30.0,1.0,32.0,2,1,4.0,4.0,4,4.0,0,8.0,1.0,14.0,12.0,10.0,259.0,1
9297,8.0,1.0,37.0,0,0,4.0,5.0,2,3.0,1,4.0,0.0,23.0,2.0,1.0,147.0,0
9298,14.0,1.0,12.0,1,0,3.0,2.0,3,3.0,1,7.0,0.0,23.0,6.0,9.0,193.0,1
9299,8.0,1.0,38.0,1,0,3.0,4.0,3,3.0,0,6.0,0.0,15.0,1.0,8.0,1879.0,1
9300,1.0,3.0,11.0,2,0,3.0,5.0,2,2.0,2,13.0,0.0,17.0,1.0,1.0,159.0,0
9302,12.0,1.0,17.0,2,1,3.0,2.0,2,3.0,1,7.0,0.0,14.0,1.0,4.0,152.0,0
9303,8.0,1.0,12.0,0,0,4.0,4.0,3,2.0,2,6.0,0.0,12.0,2.0,12.0,195.0,1
9304,2.0,3.0,36.0,2,1,3.0,5.0,3,5.0,0,7.0,0.0,14.0,2.0,5.0,172.0,1
9305,1.0,1.0,31.0,1,1,4.0,4.0,3,3.0,0,3.0,1.0,16.0,4.0,8.0,191.0,1
9306,13.0,3.0,31.0,2,1,3.0,5.0,3,2.0,0,7.0,1.0,15.0,1.0,5.0,189.0,1
9308,15.0,1.0,36.0,2,0,4.0,4.0,3,2.0,1,9.0,1.0,15.0,1.0,4.0,182.0,0
9310,7.0,3.0,17.0,2,1,4.0,4.0,3,2.0,0,10.0,0.0,15.0,2.0,3.0,232.0,0
9311,6.0,3.0,12.0,3,1,3.0,4.0,3,4.0,0,6.0,1.0,14.0,1.0,3.0,168.0,1
9312,13.0,1.0,39.0,2,1,4.0,4.0,0,3.0,0,5.0,0.0,23.0,1.0,6.0,240.0,0
9315,17.0,1.0,16.0,1,0,4.0,5.0,3,3.0,2,6.0,1.0,15.0,2.0,9.0,173.0,1
9316,1.0,3.0,23.0,3,0,4.0,5.0,3,2.0,0,5.0,1.0,14.0,3.0,5.0,183.0,1
9317,1.0,1.0,29.0,2,0,3.0,4.0,2,3.0,2,3.0,1.0,15.0,4.0,8.0,154.0,1
9318,1.0,1.0,11.0,1,1,3.0,5.0,2,2.0,2,2.0,0.0,13.0,1.0,2.0,171.0,1
9320,26.0,1.0,18.0,4,0,3.0,4.0,2,5.0,0,12.0,0.0,14.0,2.0,5.0,159.0,1
9321,11.0,1.0,23.0,1,0,4.0,4.0,2,3.0,2,6.0,0.0,21.0,1.0,3.0,164.0,1
9323,1.0,1.0,12.0,0,1,3.0,4.0,2,2.0,0,10.0,0.0,12.0,2.0,3.0,160.0,1
9325,3.0,2.0,30.0,4,1,3.0,5.0,0,5.0,2,6.0,0.0,15.0,1.0,10.0,206.0,1
9326,1.0,1.0,42.0,2,1,4.0,5.0,3,5.0,2,9.0,0.0,21.0,1.0,4.0,170.0,0
9327,1.0,1.0,26.0,4,0,3.0,4.0,0,2.0,2,5.0,1.0,14.0,3.0,8.0,206.0,0
9328,28.0,1.0,12.0,1,0,3.0,4.0,4,2.0,2,11.0,0.0,20.0,6.0,8.0,301.0,1
9329,31.0,1.0,13.0,1,0,4.0,4.0,1,5.0,0,5.0,1.0,23.0,2.0,6.0,327.0,1
9330,29.0,1.0,11.0,1,1,3.0,2.0,4,2.0,1,4.0,0.0,16.0,2.0,1.0,273.0,1
9331,10.0,3.0,13.0,3,0,3.0,4.0,3,4.0,2,5.0,1.0,17.0,1.0,2.0,220.0,1
9333,4.0,3.0,21.0,3,0,4.0,4.0,3,5.0,1,9.0,0.0,15.0,2.0,3.0,177.0,1
9334,5.0,1.0,19.0,2,0,4.0,4.0,4,4.0,2,7.0,0.0,13.0,2.0,1.0,291.0,1
9335,8.0,1.0,11.0,4,1,4.0,4.0,2,5.0,1,8.0,0.0,15.0,2.0,4.0,156.0,0
9336,1.0,1.0,21.0,2,0,3.0,5.0,2,4.0,2,3.0,0.0,15.0,1.0,1.0,143.0,1
9337,1.0,1.0,20.0,2,1,4.0,4.0,2,5.0,0,2.0,0.0,16.0,2.0,5.0,147.0,1
9338,10.0,1.0,13.0,2,1,3.0,5.0,3,2.0,2,5.0,0.0,17.0,2.0,9.0,183.0,1
9339,10.0,3.0,29.0,3,0,4.0,5.0,3,5.0,0,8.0,0.0,15.0,2.0,3.0,186.0,1
9341,1.0,3.0,20.0,2,1,4.0,5.0,2,5.0,0,7.0,0.0,14.0,2.0,3.0,173.0,1
9342,11.0,1.0,16.0,0,1,3.0,2.0,2,3.0,2,3.0,0.0,15.0,2.0,4.0,162.0,0
9343,30.0,1.0,14.0,2,0,3.0,4.0,2,5.0,0,8.0,0.0,23.0,2.0,1.0,147.0,1
9346,6.0,3.0,21.0,3,1,4.0,4.0,3,2.0,0,8.0,0.0,15.0,2.0,4.0,220.0,1
9347,8.0,1.0,10.0,2,0,3.0,5.0,2,4.0,0,8.0,0.0,18.0,2.0,3.0,163.0,1
9351,10.0,3.0,19.0,3,1,3.0,4.0,0,1.0,1,7.0,0.0,12.0,1.0,4.0,232.0,1
9354,19.0,1.0,34.0,1,1,4.0,6.0,0,5.0,1,8.0,1.0,20.0,1.0,8.0,241.0,1
9355,5.0,2.0,20.0,1,0,4.0,2.0,2,4.0,2,15.0,0.0,19.0,1.0,3.0,149.0,1
9356,1.0,1.0,11.0,2,1,4.0,4.0,2,1.0,0,10.0,1.0,14.0,3.0,3.0,163.0,0
9357,19.0,1.0,39.0,0,1,3.0,4.0,0,1.0,0,9.0,1.0,20.0,2.0,3.0,219.0,1
9358,22.0,3.0,19.0,3,1,4.0,4.0,3,5.0,1,10.0,0.0,14.0,2.0,3.0,186.0,1
9359,1.0,2.0,21.0,0,0,3.0,4.0,2,3.0,0,3.0,0.0,18.0,2.0,3.0,154.0,1
9363,27.0,1.0,16.0,1,1,3.0,2.0,4,4.0,2,9.0,0.0,15.0,7.0,9.0,295.0,1
9364,23.0,1.0,17.0,0,1,4.0,4.0,3,3.0,0,5.0,0.0,16.0,1.0,3.0,193.0,1
9365,14.0,1.0,15.0,1,1,4.0,4.0,2,3.0,1,8.0,0.0,15.0,1.0,3.0,155.0,1
9367,7.0,3.0,19.0,1,1,3.0,4.0,3,5.0,0,2.0,0.0,16.0,1.0,4.0,176.0,0
9368,8.0,3.0,17.0,4,1,3.0,6.0,3,5.0,2,9.0,0.0,19.0,3.0,13.0,174.0,1
9369,4.0,3.0,29.0,2,1,4.0,4.0,3,3.0,0,14.0,0.0,16.0,1.0,3.0,178.0,1
9370,16.0,1.0,18.0,1,0,4.0,4.0,2,1.0,2,7.0,0.0,14.0,5.0,9.0,168.0,0
9373,51.0,1.0,10.0,2,1,4.0,2.0,3,3.0,0,6.0,0.0,25.0,2.0,9.0,181.0,1
9374,23.0,1.0,19.0,2,1,3.0,4.0,0,4.0,1,7.0,0.0,16.0,1.0,8.0,230.0,1
9375,8.0,1.0,24.0,1,1,4.0,4.0,4,5.0,1,9.0,0.0,17.0,3.0,10.0,295.0,0
9376,1.0,3.0,14.0,0,1,4.0,4.0,2,3.0,0,7.0,0.0,16.0,2.0,3.0,159.0,0
9380,1.0,1.0,21.0,1,1,3.0,4.0,2,5.0,2,5.0,1.0,14.0,1.0,1.0,157.0,0
9381,1.0,3.0,26.0,2,0,4.0,4.0,2,4.0,0,7.0,0.0,16.0,1.0,1.0,148.0,0
9382,18.0,1.0,15.0,1,1,3.0,4.0,0,3.0,2,9.0,1.0,21.0,1.0,3.0,234.0,0
9384,4.0,2.0,9.0,2,1,3.0,4.0,2,3.0,1,6.0,0.0,24.0,1.0,4.0,152.0,1
9385,29.0,1.0,14.0,2,1,2.0,4.0,3,3.0,0,4.0,1.0,17.0,1.0,3.0,169.0,1
9386,7.0,1.0,18.0,1,0,3.0,5.0,2,4.0,0,12.0,0.0,13.0,1.0,3.0,163.0,1
9387,21.0,3.0,28.0,1,0,4.0,4.0,3,3.0,0,9.0,1.0,19.0,2.0,3.0,178.0,1
9388,1.0,1.0,11.0,1,1,3.0,5.0,2,5.0,2,134.0,0.0,12.0,1.0,1.0,155.0,0
9390,2.0,3.0,19.0,2,1,3.0,4.0,3,5.0,2,3.0,0.0,17.0,2.0,4.0,180.0,0
9391,23.0,1.0,14.0,1,0,3.0,5.0,3,5.0,0,125.0,0.0,26.0,2.0,3.0,174.0,1
9392,3.0,1.0,15.0,2,0,4.0,4.0,2,4.0,0,3.0,0.0,16.0,1.0,3.0,160.0,0
9393,2.0,1.0,40.0,2,1,4.0,6.0,3,4.0,0,6.0,0.0,17.0,2.0,8.0,192.0,1
9394,7.0,1.0,19.0,2,1,4.0,4.0,3,3.0,2,6.0,1.0,19.0,1.0,1.0,190.0,1
9395,6.0,1.0,19.0,1,1,1.0,4.0,0,1.0,2,5.0,0.0,28.0,1.0,1.0,238.0,1
9396,28.0,1.0,24.0,1,0,3.0,4.0,4,1.0,1,7.0,0.0,21.0,2.0,13.0,286.0,0
9397,1.0,1.0,10.0,0,1,4.0,5.0,2,5.0,2,12.0,0.0,14.0,1.0,8.0,151.0,1
9398,18.0,1.0,37.0,2,1,3.0,4.0,4,5.0,0,5.0,0.0,16.0,10.0,18.0,293.0,1
9399,13.0,1.0,18.0,2,0,3.0,4.0,0,4.0,2,9.0,0.0,20.0,1.0,3.0,211.0,1
9400,20.0,3.0,14.0,2,0,3.0,4.0,4,4.0,0,12.0,0.0,14.0,6.0,2.0,293.0,1
9401,9.0,1.0,30.0,2,0,4.0,5.0,0,4.0,2,3.0,0.0,22.0,2.0,4.0,217.0,1
9403,4.0,1.0,20.0,2,1,3.0,4.0,2,5.0,2,111.0,0.0,16.0,2.0,1.0,145.0,1
9404,8.0,3.0,9.0,0,1,4.0,5.0,0,3.0,0,3.0,1.0,15.0,8.0,7.0,198.0,1
9406,24.0,1.0,36.0,1,1,3.0,6.0,4,1.0,2,7.0,1.0,14.0,14.0,10.0,273.0,0
9407,8.0,3.0,19.0,0,1,3.0,4.0,2,3.0,1,4.0,1.0,28.0,1.0,8.0,150.0,1
9411,7.0,1.0,35.0,2,1,3.0,5.0,3,4.0,2,3.0,0.0,16.0,1.0,3.0,170.0,1
9412,19.0,1.0,37.0,0,1,4.0,4.0,2,1.0,1,8.0,0.0,23.0,2.0,4.0,150.0,1
9413,16.0,1.0,15.0,2,1,3.0,4.0,0,1.0,1,8.0,1.0,15.0,13.0,10.0,229.0,0
9414,14.0,3.0,19.0,1,1,3.0,4.0,3,5.0,1,3.0,0.0,15.0,3.0,2.0,187.0,1
9415,7.0,1.0,42.0,2,1,4.0,4.0,3,3.0,1,3.0,1.0,13.0,2.0,8.0,177.0,1
9416,14.0,2.0,15.0,1,1,3.0,4.0,4,1.0,2,4.0,1.0,24.0,4.0,8.0,292.0,1
9417,1.0,1.0,33.0,0,1,3.0,5.0,2,5.0,1,5.0,0.0,16.0,1.0,1.0,151.0,1
9420,9.0,3.0,14.0,2,0,4.0,5.0,2,3.0,1,3.0,0.0,26.0,3.0,3.0,150.0,1
9422,10.0,3.0,13.0,2,1,4.0,4.0,2,1.0,2,5.0,1.0,22.0,1.0,3.0,158.0,1
9423,22.0,3.0,28.0,2,0,4.0,4.0,3,3.0,1,126.0,0.0,15.0,2.0,8.0,194.0,1
9425,7.0,3.0,18.0,2,1,3.0,4.0,3,5.0,1,5.0,0.0,15.0,3.0,3.0,193.0,1
9426,1.0,3.0,12.0,2,1,4.0,5.0,3,5.0,1,6.0,0.0,12.0,4.0,8.0,228.0,1
9427,12.0,2.0,21.0,4,1,4.0,4.0,3,3.0,1,7.0,0.0,14.0,1.0,3.0,193.0,0
9428,9.0,1.0,14.0,1,1,4.0,5.0,2,5.0,2,109.0,0.0,22.0,1.0,3.0,157.0,1
9430,1.0,1.0,14.0,2,0,4.0,4.0,2,5.0,1,5.0,1.0,13.0,2.0,1.0,148.0,1
9431,17.0,1.0,16.0,0,0,4.0,5.0,0,1.0,1,6.0,0.0,19.0,2.0,10.0,231.0,1
9432,2.0,1.0,12.0,1,1,3.0,4.0,3,4.0,1,8.0,0.0,12.0,1.0,5.0,178.0,1
9435,8.0,1.0,20.0,1,1,3.0,4.0,2,1.0,2,5.0,0.0,16.0,1.0,1.0,155.0,1
9436,29.0,3.0,36.0,3,1,3.0,5.0,1,1.0,1,6.0,0.0,23.0,3.0,14.0,321.0,1
9437,8.0,1.0,11.0,2,1,3.0,4.0,3,1.0,1,12.0,0.0,18.0,2.0,2.0,180.0,1
9438,1.0,1.0,13.0,2,0,3.0,4.0,2,1.0,1,7.0,0.0,24.0,2.0,1.0,149.0,1
9439,12.0,3.0,23.0,2,1,4.0,4.0,3,4.0,1,2.0,0.0,12.0,6.0,8.0,231.0,1
9440,12.0,3.0,25.0,2,0,3.0,4.0,3,4.0,2,4.0,0.0,14.0,1.0,3.0,169.0,1
9441,10.0,3.0,11.0,2,0,4.0,4.0,3,3.0,2,9.0,0.0,16.0,2.0,1.0,200.0,1
9442,3.0,1.0,13.0,1,1,3.0,4.0,2,5.0,2,5.0,1.0,21.0,1.0,6.0,177.0,1
9443,9.0,1.0,21.0,1,0,3.0,4.0,3,3.0,2,5.0,1.0,17.0,2.0,5.0,188.0,1
9444,13.0,3.0,15.0,1,1,3.0,2.0,0,3.0,1,7.0,0.0,14.0,5.0,7.0,213.0,1
9445,3.0,1.0,11.0,2,1,3.0,4.0,3,1.0,1,4.0,0.0,21.0,1.0,4.0,220.0,0
9449,16.0,1.0,19.0,4,1,4.0,5.0,1,1.0,2,10.0,0.0,23.0,2.0,2.0,324.0,1
9450,9.0,1.0,37.0,2,1,3.0,2.0,3,3.0,1,7.0,0.0,18.0,6.0,9.0,160.0,1
9452,14.0,3.0,24.0,2,0,3.0,4.0,3,5.0,1,6.0,0.0,16.0,1.0,3.0,1869.0,1
9453,17.0,1.0,40.0,0,1,3.0,2.0,2,4.0,1,11.0,0.0,14.0,2.0,3.0,175.0,1
9454,9.0,1.0,17.0,2,1,4.0,5.0,2,1.0,1,4.0,0.0,20.0,2.0,2.0,155.0,1
9455,20.0,3.0,10.0,2,1,3.0,2.0,4,5.0,2,3.0,0.0,17.0,2.0,13.0,301.0,1
9456,1.0,1.0,36.0,1,1,3.0,4.0,2,4.0,1,118.0,1.0,19.0,1.0,1.0,149.0,1
9457,1.0,1.0,38.0,4,0,3.0,5.0,2,3.0,1,6.0,1.0,17.0,1.0,4.0,157.0,0
9458,24.0,1.0,32.0,1,1,3.0,4.0,4,3.0,1,4.0,1.0,17.0,4.0,14.0,239.0,0
9459,6.0,1.0,16.0,4,0,3.0,2.0,2,1.0,1,5.0,0.0,18.0,2.0,3.0,161.0,1
9460,18.0,1.0,18.0,1,0,3.0,4.0,1,1.0,1,3.0,1.0,17.0,2.0,11.0,315.0,1
9462,19.0,1.0,16.0,1,0,3.0,6.0,3,5.0,2,3.0,1.0,16.0,2.0,5.0,186.0,1
9463,19.0,3.0,40.0,3,1,3.0,5.0,3,5.0,1,6.0,0.0,18.0,1.0,6.0,173.0,0
9464,5.0,3.0,14.0,4,1,3.0,4.0,3,5.0,2,11.0,0.0,16.0,1.0,4.0,183.0,0
9465,10.0,1.0,22.0,2,0,4.0,4.0,3,3.0,1,13.0,1.0,13.0,1.0,2.0,179.0,1
9466,8.0,1.0,20.0,2,1,3.0,2.0,3,1.0,1,4.0,0.0,15.0,6.0,3.0,172.0,0
9467,23.0,1.0,37.0,2,0,3.0,4.0,2,5.0,1,4.0,0.0,17.0,1.0,5.0,164.0,1
9468,13.0,1.0,24.0,1,1,4.0,4.0,3,5.0,1,4.0,0.0,15.0,5.0,8.0,183.0,1
9469,1.0,1.0,32.0,4,1,4.0,5.0,2,5.0,1,7.0,0.0,14.0,1.0,8.0,173.0,1
9470,9.0,1.0,28.0,2,1,3.0,2.0,3,5.0,1,6.0,0.0,14.0,1.0,11.0,178.0,1
9471,2.0,1.0,41.0,1,0,3.0,6.0,3,5.0,1,3.0,0.0,24.0,2.0,1.0,25.0,1
9472,1.0,1.0,17.0,1,1,4.0,4.0,2,1.0,2,4.0,0.0,19.0,2.0,3.0,158.0,1
9476,14.0,1.0,25.0,2,0,4.0,5.0,0,3.0,1,5.0,0.0,15.0,2.0,13.0,230.0,1
9477,9.0,1.0,17.0,2,0,3.0,4.0,3,3.0,1,3.0,0.0,15.0,3.0,10.0,166.0,0
9478,11.0,1.0,32.0,2,1,3.0,4.0,3,3.0,1,9.0,0.0,18.0,1.0,3.0,189.0,1
9479,13.0,1.0,13.0,1,0,3.0,4.0,3,3.0,2,3.0,0.0,14.0,4.0,9.0,182.0,0
9480,19.0,1.0,14.0,4,0,3.0,5.0,3,1.0,1,5.0,0.0,20.0,3.0,10.0,189.0,1
9481,12.0,1.0,12.0,1,0,3.0,5.0,0,3.0,1,9.0,1.0,20.0,2.0,3.0,208.0,1
9482,1.0,3.0,22.0,1,1,3.0,5.0,0,5.0,1,15.0,0.0,19.0,5.0,1.0,234.0,1
9485,18.0,2.0,14.0,4,1,3.0,4.0,3,1.0,1,9.0,1.0,13.0,2.0,3.0,184.0,0
