,Churn,Tenure,City_Tier,CC_Contacted_LY,Payment,Gender,Service_Score,Account_user_count,account_segment,CC_Agent_Score,Marital_Status,rev_per_month,Complain_ly,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Login_device
10373,0,8.0,3.0,22.0,2,0,4.0,4.0,3,5.0,1,10.0,0.0,18.0,2.0,3.0,193.0,1
10376,0,1.0,1.0,21.0,2,1,3.0,5.0,2,4.0,1,5.0,0.0,12.0,1.0,1.0,156.0,0
10377,0,26.0,1.0,24.0,2,0,3.0,4.0,3,3.0,1,11.0,0.0,21.0,2.0,5.0,159.0,1
10378,0,24.0,1.0,13.0,1,1,4.0,4.0,4,3.0,1,11.0,0.0,17.0,1.0,4.0,301.0,1
10380,0,7.0,1.0,21.0,1,1,3.0,4.0,0,3.0,1,6.0,0.0,14.0,2.0,8.0,242.0,1
10382,0,21.0,1.0,15.0,4,0,3.0,4.0,4,1.0,1,3.0,1.0,14.0,4.0,1.0,299.0,1
10383,0,10.0,1.0,11.0,4,0,3.0,4.0,3,4.0,1,4.0,0.0,18.0,2.0,6.0,181.0,1
10385,1,21.0,1.0,13.0,2,1,3.0,4.0,1,4.0,2,10.0,1.0,15.0,8.0,9.0,320.0,1
10387,0,16.0,1.0,14.0,2,0,3.0,5.0,3,1.0,1,14.0,1.0,16.0,1.0,3.0,193.0,1
10388,1,1.0,1.0,14.0,1,1,3.0,4.0,2,3.0,2,11.0,0.0,19.0,3.0,2.0,173.0,1
10389,0,10.0,2.0,27.0,4,1,3.0,4.0,2,4.0,1,8.0,0.0,16.0,2.0,5.0,147.0,1
10390,0,6.0,1.0,13.0,2,0,4.0,5.0,3,3.0,1,4.0,0.0,15.0,6.0,9.0,192.0,1
10391,0,14.0,1.0,25.0,1,1,3.0,5.0,3,3.0,2,8.0,0.0,17.0,1.0,1.0,178.0,0
10392,0,4.0,1.0,14.0,1,0,3.0,5.0,3,1.0,2,9.0,1.0,25.0,2.0,1.0,197.0,1
10393,0,19.0,1.0,11.0,2,0,4.0,5.0,2,3.0,2,5.0,0.0,15.0,2.0,1.0,152.0,1
10394,0,16.0,1.0,43.0,2,1,4.0,4.0,3,4.0,1,5.0,0.0,16.0,6.0,9.0,171.0,1
10395,0,12.0,1.0,24.0,2,1,1.0,5.0,3,5.0,1,4.0,0.0,16.0,2.0,3.0,194.0,0
10396,0,8.0,1.0,30.0,2,0,4.0,5.0,2,1.0,2,6.0,0.0,18.0,2.0,4.0,157.0,0
10397,1,13.0,3.0,22.0,3,0,3.0,4.0,0,1.0,1,4.0,0.0,19.0,1.0,8.0,204.0,1
10398,1,19.0,3.0,13.0,1,1,3.0,4.0,3,1.0,2,9.0,0.0,18.0,2.0,4.0,180.0,1
10400,0,1.0,1.0,14.0,0,1,3.0,5.0,0,1.0,1,7.0,1.0,19.0,2.0,9.0,260.0,1
10401,0,9.0,1.0,20.0,4,1,3.0,4.0,0,3.0,2,9.0,0.0,22.0,1.0,7.0,230.0,1
10402,0,2.0,3.0,11.0,3,0,3.0,4.0,3,4.0,1,3.0,1.0,21.0,7.0,6.0,180.0,1
10403,0,8.0,2.0,14.0,4,1,3.0,4.0,2,1.0,1,6.0,0.0,20.0,2.0,3.0,162.0,1
10404,1,1.0,1.0,18.0,1,0,3.0,5.0,2,3.0,1,3.0,1.0,15.0,1.0,8.0,154.0,0
10405,0,1.0,1.0,17.0,1,1,3.0,4.0,2,1.0,1,5.0,0.0,14.0,1.0,1.0,146.0,0
10406,0,25.0,3.0,37.0,3,0,4.0,4.0,4,3.0,1,5.0,0.0,15.0,5.0,18.0,294.0,1
10408,0,1.0,1.0,13.0,1,1,4.0,2.0,2,5.0,2,10.0,0.0,14.0,1.0,2.0,159.0,1
10409,0,7.0,3.0,9.0,1,1,3.0,2.0,3,5.0,1,6.0,0.0,23.0,1.0,9.0,168.0,1
10410,0,9.0,1.0,38.0,1,0,3.0,5.0,2,5.0,2,4.0,0.0,13.0,1.0,2.0,152.0,1
10411,0,10.0,3.0,10.0,2,1,3.0,4.0,3,1.0,1,6.0,1.0,15.0,4.0,12.0,192.0,1
10412,0,6.0,3.0,23.0,2,1,4.0,4.0,3,1.0,1,4.0,0.0,13.0,1.0,4.0,172.0,1
10414,0,27.0,3.0,18.0,3,0,4.0,5.0,0,1.0,1,10.0,1.0,19.0,1.0,5.0,238.0,1
10416,0,6.0,1.0,21.0,1,0,4.0,2.0,3,3.0,1,8.0,0.0,14.0,2.0,4.0,180.0,1
10417,0,26.0,1.0,37.0,1,0,3.0,5.0,4,1.0,1,6.0,0.0,24.0,1.0,1.0,1908.0,0
10419,0,2.0,2.0,17.0,1,1,4.0,5.0,2,1.0,1,5.0,0.0,15.0,2.0,5.0,174.0,1
10422,0,16.0,1.0,11.0,1,1,3.0,4.0,2,1.0,2,8.0,1.0,15.0,2.0,3.0,152.0,0
10423,0,10.0,2.0,21.0,2,1,4.0,5.0,2,5.0,1,5.0,0.0,24.0,1.0,4.0,150.0,1
10425,0,9.0,1.0,20.0,2,0,4.0,5.0,0,3.0,1,7.0,1.0,22.0,4.0,16.0,237.0,1
10426,1,1.0,1.0,38.0,2,0,4.0,4.0,2,4.0,1,3.0,1.0,21.0,7.0,9.0,148.0,0
10427,0,6.0,1.0,9.0,2,1,4.0,4.0,2,1.0,1,2.0,0.0,14.0,2.0,3.0,154.0,0
10428,0,1.0,3.0,17.0,3,1,3.0,5.0,3,5.0,1,5.0,0.0,13.0,2.0,4.0,169.0,1
10430,0,1.0,1.0,18.0,2,1,3.0,5.0,2,1.0,1,6.0,0.0,20.0,1.0,5.0,159.0,0
10431,0,6.0,3.0,16.0,2,1,3.0,4.0,3,4.0,1,7.0,0.0,17.0,3.0,4.0,195.0,0
10432,0,12.0,3.0,18.0,3,1,4.0,5.0,2,4.0,1,4.0,0.0,20.0,1.0,3.0,161.0,1
10433,0,16.0,1.0,13.0,2,0,4.0,2.0,3,1.0,1,4.0,1.0,15.0,2.0,4.0,179.0,1
10437,0,9.0,1.0,35.0,0,1,4.0,5.0,0,4.0,1,5.0,0.0,19.0,3.0,9.0,241.0,1
10438,0,11.0,3.0,35.0,1,0,3.0,4.0,2,1.0,1,9.0,0.0,16.0,2.0,1.0,157.0,0
10439,0,27.0,1.0,37.0,2,0,4.0,4.0,4,1.0,2,9.0,0.0,21.0,4.0,9.0,270.0,1
10440,0,17.0,1.0,12.0,2,0,3.0,4.0,3,1.0,1,9.0,0.0,14.0,2.0,3.0,185.0,0
10441,0,21.0,3.0,11.0,3,0,3.0,4.0,3,1.0,1,2.0,1.0,24.0,4.0,8.0,176.0,1
10442,0,11.0,3.0,28.0,1,1,3.0,4.0,0,4.0,2,3.0,1.0,16.0,1.0,10.0,208.0,0
10443,0,24.0,1.0,13.0,2,1,4.0,4.0,4,5.0,1,3.0,0.0,14.0,14.0,8.0,305.0,0
10444,0,13.0,2.0,14.0,2,0,3.0,5.0,3,1.0,1,10.0,0.0,12.0,2.0,5.0,179.0,1
10446,1,1.0,1.0,34.0,2,1,3.0,4.0,2,1.0,2,3.0,1.0,27.0,1.0,2.0,156.0,1
10447,0,3.0,1.0,21.0,1,0,4.0,5.0,2,1.0,1,11.0,0.0,15.0,2.0,4.0,1916.0,1
10448,0,18.0,1.0,18.0,2,1,4.0,4.0,2,5.0,1,6.0,1.0,15.0,6.0,2.0,153.0,1
10449,0,2.0,3.0,19.0,1,0,4.0,4.0,3,1.0,2,7.0,0.0,15.0,1.0,3.0,1827.0,1
10450,1,21.0,1.0,16.0,2,1,3.0,5.0,2,1.0,1,11.0,1.0,17.0,2.0,1.0,155.0,0
10451,0,17.0,1.0,22.0,2,0,3.0,4.0,3,4.0,1,6.0,0.0,23.0,2.0,1.0,179.0,1
10452,1,1.0,3.0,16.0,1,0,3.0,5.0,2,3.0,2,4.0,0.0,14.0,2.0,3.0,149.0,1
10453,1,1.0,1.0,29.0,4,0,4.0,4.0,2,1.0,2,4.0,0.0,20.0,2.0,1.0,152.0,1
10454,0,10.0,1.0,24.0,2,1,4.0,4.0,3,1.0,1,5.0,1.0,20.0,3.0,12.0,192.0,1
10455,0,21.0,3.0,14.0,2,0,4.0,5.0,2,1.0,2,6.0,1.0,20.0,1.0,3.0,158.0,1
10456,1,1.0,1.0,14.0,2,0,3.0,4.0,3,3.0,1,6.0,1.0,20.0,2.0,3.0,169.0,1
10458,0,2.0,1.0,22.0,1,0,4.0,4.0,2,3.0,1,8.0,0.0,21.0,1.0,3.0,155.0,1
10459,1,3.0,1.0,18.0,1,1,4.0,4.0,2,5.0,1,12.0,1.0,22.0,2.0,3.0,150.0,1
10460,0,1.0,1.0,16.0,2,0,4.0,4.0,2,3.0,2,3.0,0.0,20.0,1.0,1.0,154.0,1
10463,0,7.0,1.0,11.0,4,1,4.0,5.0,2,5.0,2,8.0,1.0,13.0,2.0,3.0,155.0,1
10465,0,5.0,3.0,20.0,2,1,3.0,5.0,2,3.0,1,9.0,0.0,16.0,3.0,3.0,150.0,1
10469,0,5.0,3.0,30.0,3,0,3.0,4.0,3,3.0,1,4.0,0.0,14.0,2.0,1.0,195.0,0
10471,0,12.0,1.0,13.0,0,0,4.0,4.0,0,5.0,1,4.0,0.0,14.0,5.0,12.0,263.0,1
10472,0,6.0,1.0,13.0,2,0,4.0,5.0,2,4.0,1,8.0,0.0,21.0,1.0,3.0,151.0,0
10473,1,1.0,3.0,29.0,3,1,3.0,5.0,2,4.0,1,7.0,1.0,21.0,1.0,1.0,154.0,1
10474,0,14.0,3.0,19.0,3,1,4.0,5.0,0,4.0,1,4.0,0.0,14.0,1.0,1.0,226.0,1
10476,0,15.0,1.0,19.0,1,1,3.0,4.0,2,5.0,2,5.0,1.0,14.0,2.0,18.0,178.0,1
10477,0,10.0,1.0,16.0,1,1,4.0,4.0,2,3.0,2,10.0,0.0,23.0,2.0,10.0,156.0,1
10478,1,1.0,3.0,34.0,4,1,3.0,5.0,2,4.0,2,4.0,1.0,16.0,2.0,1.0,150.0,1
10480,0,5.0,1.0,21.0,1,0,3.0,4.0,3,1.0,1,6.0,1.0,12.0,7.0,6.0,190.0,1
10481,0,14.0,1.0,23.0,1,1,3.0,4.0,2,4.0,1,11.0,1.0,16.0,1.0,1.0,168.0,0
10482,0,6.0,1.0,15.0,1,0,4.0,4.0,3,5.0,1,4.0,0.0,15.0,2.0,4.0,199.0,1
10483,1,1.0,3.0,13.0,2,1,3.0,5.0,0,1.0,1,7.0,1.0,13.0,4.0,8.0,228.0,1
10486,0,19.0,1.0,16.0,2,1,3.0,4.0,3,4.0,1,7.0,0.0,13.0,2.0,9.0,174.0,0
10487,0,3.0,3.0,33.0,0,0,3.0,4.0,2,1.0,1,7.0,0.0,17.0,1.0,3.0,149.0,0
10488,0,9.0,3.0,30.0,1,0,3.0,4.0,3,3.0,1,5.0,0.0,17.0,2.0,1.0,176.0,1
10489,0,26.0,1.0,14.0,2,1,4.0,4.0,4,1.0,1,8.0,0.0,16.0,4.0,9.0,299.0,1
10491,0,27.0,3.0,12.0,1,1,3.0,4.0,4,3.0,1,10.0,0.0,16.0,12.0,3.0,279.0,1
10492,0,4.0,3.0,17.0,4,1,4.0,4.0,0,3.0,1,8.0,0.0,13.0,3.0,8.0,205.0,1
10493,0,12.0,3.0,19.0,0,0,3.0,4.0,3,1.0,2,5.0,1.0,15.0,2.0,4.0,182.0,0
10495,0,13.0,3.0,13.0,2,1,3.0,2.0,0,3.0,2,2.0,0.0,21.0,1.0,8.0,209.0,1
10496,1,4.0,3.0,33.0,2,0,4.0,2.0,4,4.0,2,7.0,1.0,18.0,2.0,1.0,262.0,0
10497,0,21.0,1.0,28.0,1,1,4.0,2.0,3,3.0,1,3.0,1.0,21.0,2.0,8.0,180.0,0
10498,0,10.0,3.0,21.0,0,1,3.0,4.0,3,1.0,1,9.0,0.0,15.0,2.0,8.0,177.0,0
10500,0,7.0,3.0,27.0,2,1,3.0,4.0,4,3.0,2,5.0,0.0,12.0,6.0,1.0,305.0,0
10502,0,99.0,1.0,23.0,2,0,3.0,4.0,2,1.0,2,6.0,0.0,20.0,2.0,3.0,165.0,1
10504,0,24.0,1.0,14.0,1,1,4.0,4.0,4,1.0,1,14.0,0.0,23.0,1.0,4.0,305.0,1
10505,0,7.0,1.0,12.0,4,0,3.0,2.0,3,4.0,1,6.0,1.0,15.0,2.0,3.0,1866.0,0
10506,0,15.0,1.0,19.0,1,1,4.0,4.0,1,3.0,1,6.0,0.0,19.0,1.0,12.0,319.0,0
10507,0,1.0,1.0,30.0,0,0,3.0,4.0,2,4.0,1,11.0,0.0,17.0,3.0,3.0,159.0,1
10508,0,19.0,1.0,36.0,2,1,3.0,4.0,3,5.0,1,7.0,1.0,18.0,2.0,9.0,168.0,0
10509,0,21.0,3.0,16.0,2,0,3.0,4.0,3,1.0,2,6.0,1.0,19.0,2.0,8.0,169.0,1
10510,1,1.0,1.0,33.0,2,0,3.0,4.0,2,3.0,1,6.0,1.0,14.0,1.0,2.0,153.0,1
10511,0,24.0,1.0,33.0,2,1,4.0,4.0,4,3.0,1,6.0,1.0,20.0,2.0,6.0,270.0,1
10512,0,12.0,1.0,21.0,1,1,4.0,4.0,2,3.0,1,6.0,0.0,20.0,1.0,3.0,152.0,0
10513,0,20.0,1.0,16.0,1,1,4.0,4.0,0,3.0,1,9.0,0.0,15.0,2.0,8.0,239.0,1
10514,0,1.0,1.0,31.0,1,0,3.0,5.0,3,3.0,1,6.0,0.0,16.0,1.0,3.0,176.0,1
10515,1,1.0,1.0,24.0,4,1,3.0,5.0,2,4.0,1,5.0,1.0,25.0,2.0,3.0,167.0,1
10516,0,5.0,1.0,11.0,2,0,4.0,4.0,3,5.0,1,7.0,0.0,15.0,2.0,4.0,169.0,0
10517,0,1.0,1.0,19.0,2,1,4.0,4.0,2,1.0,2,3.0,0.0,17.0,1.0,1.0,141.0,0
10518,0,28.0,1.0,30.0,0,0,3.0,4.0,0,3.0,1,100.0,0.0,14.0,1.0,9.0,236.0,1
10519,0,9.0,1.0,35.0,1,0,3.0,4.0,0,3.0,1,6.0,1.0,12.0,1.0,2.0,231.0,1
10522,1,1.0,1.0,15.0,1,0,3.0,4.0,2,4.0,2,4.0,0.0,20.0,1.0,3.0,155.0,0
10523,0,1.0,1.0,16.0,1,1,3.0,2.0,3,1.0,1,3.0,0.0,14.0,2.0,4.0,187.0,1
10524,0,1.0,1.0,17.0,2,1,4.0,6.0,2,5.0,1,4.0,0.0,18.0,1.0,2.0,156.0,1
10525,0,22.0,1.0,20.0,2,1,4.0,5.0,3,3.0,2,8.0,0.0,16.0,1.0,3.0,169.0,1
10526,0,22.0,1.0,18.0,2,1,4.0,5.0,0,3.0,2,13.0,0.0,17.0,2.0,9.0,235.0,1
10527,0,15.0,1.0,18.0,1,0,3.0,4.0,3,3.0,2,10.0,0.0,17.0,3.0,2.0,179.0,1
10528,0,13.0,1.0,13.0,2,0,4.0,5.0,4,1.0,1,3.0,0.0,18.0,10.0,9.0,253.0,1
10529,0,1.0,1.0,16.0,2,0,3.0,4.0,3,1.0,1,4.0,0.0,20.0,3.0,3.0,172.0,1
10530,0,9.0,1.0,19.0,4,1,3.0,4.0,2,1.0,1,5.0,0.0,22.0,1.0,3.0,171.0,1
10532,0,99.0,1.0,22.0,2,1,4.0,4.0,2,1.0,1,9.0,0.0,19.0,2.0,1.0,153.0,1
10533,0,31.0,1.0,16.0,2,0,4.0,5.0,4,1.0,2,8.0,1.0,15.0,5.0,4.0,264.0,1
10534,1,1.0,1.0,25.0,1,0,4.0,6.0,3,4.0,1,8.0,0.0,16.0,2.0,1.0,174.0,1
10536,0,15.0,1.0,19.0,2,0,3.0,6.0,1,3.0,1,6.0,0.0,25.0,6.0,11.0,331.0,0
10538,1,1.0,3.0,42.0,1,1,4.0,6.0,3,5.0,2,11.0,0.0,20.0,2.0,3.0,181.0,0
10540,0,18.0,3.0,41.0,1,0,3.0,2.0,4,1.0,1,9.0,1.0,19.0,5.0,12.0,259.0,1
10541,0,24.0,3.0,13.0,2,0,4.0,4.0,3,3.0,1,6.0,0.0,13.0,1.0,14.0,190.0,0
10542,1,1.0,1.0,25.0,2,0,3.0,2.0,2,5.0,2,6.0,0.0,18.0,4.0,15.0,156.0,1
10543,0,13.0,1.0,33.0,1,0,3.0,4.0,0,5.0,2,5.0,1.0,15.0,2.0,9.0,236.0,0
10544,0,7.0,3.0,18.0,2,0,3.0,5.0,2,1.0,2,3.0,0.0,21.0,1.0,3.0,150.0,0
10545,0,19.0,3.0,23.0,2,0,3.0,4.0,4,1.0,1,6.0,0.0,14.0,1.0,2.0,302.0,1
10546,0,6.0,1.0,43.0,1,0,4.0,4.0,2,3.0,2,12.0,0.0,14.0,7.0,8.0,165.0,0
10548,0,31.0,3.0,13.0,0,1,4.0,4.0,0,1.0,1,5.0,1.0,17.0,2.0,5.0,244.0,1
10550,0,27.0,3.0,16.0,3,0,3.0,5.0,0,4.0,1,4.0,0.0,13.0,6.0,13.0,201.0,0
10553,0,8.0,3.0,24.0,2,0,3.0,4.0,2,3.0,1,4.0,1.0,21.0,1.0,1.0,151.0,1
10555,0,12.0,1.0,13.0,4,1,3.0,4.0,2,3.0,1,6.0,0.0,19.0,3.0,3.0,158.0,0
10556,0,24.0,1.0,11.0,1,1,4.0,4.0,1,3.0,1,8.0,1.0,12.0,5.0,8.0,320.0,1
10557,0,11.0,1.0,13.0,4,0,3.0,4.0,3,4.0,2,7.0,0.0,18.0,2.0,2.0,170.0,1
10559,0,1.0,1.0,11.0,1,0,4.0,5.0,2,3.0,1,7.0,0.0,16.0,1.0,4.0,150.0,0
10560,0,20.0,1.0,14.0,1,1,3.0,4.0,1,1.0,1,15.0,0.0,20.0,2.0,3.0,322.0,1
10561,0,28.0,3.0,11.0,2,0,3.0,5.0,0,3.0,1,137.0,0.0,13.0,7.0,1.0,238.0,1
10562,0,30.0,1.0,23.0,1,0,4.0,4.0,2,3.0,1,7.0,0.0,22.0,2.0,4.0,160.0,0
10563,0,10.0,1.0,23.0,1,0,3.0,5.0,0,1.0,2,4.0,0.0,14.0,6.0,9.0,214.0,1
10564,0,29.0,1.0,11.0,1,1,3.0,5.0,4,5.0,2,10.0,0.0,17.0,3.0,3.0,295.0,0
10565,0,17.0,3.0,38.0,1,1,4.0,5.0,0,1.0,1,7.0,0.0,15.0,2.0,1.0,236.0,1
10566,1,1.0,3.0,21.0,3,0,3.0,4.0,2,1.0,2,5.0,1.0,16.0,2.0,3.0,152.0,0
10568,0,20.0,1.0,20.0,2,0,4.0,5.0,3,5.0,1,14.0,1.0,25.0,2.0,8.0,178.0,1
10569,1,15.0,1.0,14.0,2,1,3.0,4.0,2,3.0,1,12.0,1.0,15.0,1.0,8.0,153.0,1
10570,1,1.0,1.0,36.0,0,1,4.0,5.0,0,5.0,2,118.0,0.0,15.0,2.0,10.0,215.0,0
10571,0,1.0,1.0,14.0,1,1,3.0,5.0,2,5.0,1,6.0,0.0,19.0,2.0,4.0,171.0,1
10572,0,4.0,1.0,30.0,4,1,3.0,4.0,3,5.0,1,6.0,0.0,18.0,1.0,3.0,228.0,1
10575,0,14.0,1.0,34.0,0,1,4.0,4.0,0,1.0,1,6.0,0.0,23.0,4.0,2.0,228.0,1
10579,1,8.0,2.0,9.0,1,1,4.0,5.0,0,5.0,1,15.0,0.0,16.0,3.0,7.0,236.0,1
10580,0,7.0,1.0,18.0,2,1,3.0,5.0,0,1.0,1,8.0,0.0,18.0,2.0,3.0,196.0,1
10583,0,2.0,1.0,27.0,2,1,3.0,4.0,2,3.0,1,3.0,0.0,19.0,1.0,3.0,150.0,1
10584,0,8.0,1.0,14.0,2,1,3.0,4.0,3,1.0,2,3.0,0.0,19.0,2.0,5.0,209.0,0
10585,0,11.0,3.0,22.0,2,0,3.0,5.0,3,1.0,1,8.0,1.0,17.0,2.0,1.0,195.0,1
10586,1,1.0,1.0,14.0,0,1,3.0,4.0,2,1.0,1,5.0,1.0,16.0,5.0,7.0,167.0,1
10587,1,1.0,1.0,32.0,1,1,3.0,4.0,2,3.0,1,5.0,0.0,23.0,2.0,1.0,153.0,1
10588,1,1.0,1.0,35.0,1,1,3.0,5.0,2,4.0,2,9.0,1.0,22.0,2.0,3.0,153.0,1
10590,1,1.0,1.0,13.0,1,1,3.0,5.0,2,4.0,1,4.0,0.0,16.0,2.0,1.0,156.0,0
10591,1,14.0,3.0,13.0,4,1,3.0,4.0,3,3.0,2,7.0,1.0,17.0,2.0,1.0,173.0,0
10592,0,7.0,3.0,16.0,2,0,2.0,4.0,3,4.0,1,2.0,0.0,18.0,1.0,3.0,172.0,0
10594,0,22.0,1.0,14.0,1,1,3.0,2.0,4,1.0,2,5.0,0.0,24.0,1.0,2.0,294.0,0
10595,0,19.0,3.0,22.0,2,0,4.0,5.0,3,3.0,1,5.0,0.0,14.0,5.0,13.0,186.0,0
10596,0,26.0,1.0,9.0,2,1,3.0,4.0,0,4.0,2,9.0,0.0,21.0,3.0,1.0,233.0,1
10597,0,12.0,3.0,24.0,3,1,4.0,5.0,0,3.0,1,2.0,1.0,17.0,2.0,8.0,214.0,1
10598,0,3.0,1.0,37.0,2,0,4.0,4.0,2,1.0,1,7.0,0.0,24.0,2.0,8.0,154.0,1
10599,0,2.0,1.0,16.0,1,0,4.0,4.0,0,4.0,1,2.0,0.0,19.0,1.0,8.0,206.0,1
10603,1,3.0,1.0,12.0,2,1,3.0,4.0,4,1.0,1,13.0,0.0,14.0,11.0,6.0,249.0,0
10605,0,1.0,1.0,14.0,0,0,4.0,5.0,2,4.0,2,6.0,1.0,13.0,2.0,3.0,147.0,1
10606,0,13.0,1.0,18.0,2,1,4.0,4.0,3,4.0,2,15.0,0.0,17.0,2.0,4.0,200.0,0
10608,0,5.0,3.0,34.0,2,1,4.0,2.0,2,1.0,1,4.0,0.0,13.0,3.0,3.0,156.0,0
10609,0,2.0,1.0,12.0,2,1,4.0,5.0,2,4.0,1,2.0,0.0,19.0,1.0,5.0,161.0,1
10610,0,9.0,3.0,24.0,3,1,3.0,4.0,3,1.0,1,7.0,0.0,12.0,2.0,3.0,179.0,0
10611,0,23.0,3.0,20.0,0,1,3.0,5.0,4,4.0,1,11.0,0.0,20.0,2.0,4.0,260.0,1
10612,0,8.0,1.0,11.0,2,1,4.0,4.0,3,3.0,2,8.0,0.0,12.0,2.0,3.0,170.0,0
10613,0,3.0,1.0,24.0,2,0,4.0,4.0,2,4.0,1,6.0,0.0,16.0,1.0,2.0,164.0,0
10614,0,16.0,1.0,41.0,1,1,3.0,6.0,3,1.0,2,6.0,0.0,21.0,2.0,1.0,172.0,1
10616,0,12.0,2.0,10.0,4,1,3.0,2.0,2,3.0,1,6.0,0.0,15.0,4.0,1.0,157.0,1
10617,0,99.0,1.0,19.0,2,1,3.0,5.0,2,3.0,1,7.0,1.0,17.0,2.0,3.0,159.0,0
10618,1,99.0,1.0,19.0,1,1,4.0,4.0,2,3.0,2,7.0,0.0,13.0,2.0,1.0,149.0,0
10620,0,15.0,1.0,23.0,2,1,3.0,4.0,2,1.0,1,6.0,1.0,12.0,2.0,1.0,176.0,1
10621,1,1.0,1.0,24.0,1,1,4.0,4.0,2,3.0,1,3.0,0.0,15.0,2.0,3.0,151.0,0
10623,0,1.0,1.0,20.0,2,1,3.0,5.0,2,3.0,1,3.0,0.0,14.0,2.0,3.0,154.0,1
10624,0,8.0,3.0,21.0,2,0,4.0,4.0,3,3.0,1,3.0,0.0,22.0,1.0,4.0,185.0,1
10625,0,9.0,2.0,22.0,0,1,4.0,4.0,2,3.0,2,4.0,0.0,20.0,1.0,5.0,172.0,1
10626,1,1.0,3.0,34.0,2,0,3.0,5.0,0,5.0,1,5.0,0.0,16.0,2.0,11.0,204.0,1
10627,0,14.0,1.0,18.0,1,0,3.0,4.0,0,3.0,2,12.0,0.0,19.0,2.0,14.0,266.0,0
10628,1,6.0,3.0,24.0,2,1,3.0,4.0,4,5.0,2,2.0,1.0,13.0,3.0,15.0,264.0,0
10629,0,16.0,3.0,17.0,3,1,3.0,4.0,3,5.0,2,10.0,0.0,15.0,2.0,6.0,178.0,1
10630,0,9.0,1.0,13.0,1,1,3.0,5.0,2,3.0,1,8.0,0.0,13.0,2.0,8.0,150.0,1
10631,0,1.0,1.0,34.0,1,1,3.0,4.0,2,4.0,2,14.0,0.0,24.0,1.0,3.0,167.0,1
10632,1,1.0,1.0,21.0,2,0,4.0,4.0,2,1.0,1,7.0,1.0,12.0,2.0,1.0,151.0,1
10633,0,1.0,1.0,13.0,1,1,3.0,2.0,2,1.0,1,7.0,0.0,23.0,2.0,8.0,176.0,1
10634,0,4.0,3.0,21.0,3,1,4.0,5.0,3,3.0,1,6.0,0.0,21.0,1.0,5.0,196.0,1
10635,0,14.0,1.0,36.0,1,0,4.0,5.0,3,1.0,1,7.0,1.0,16.0,1.0,1.0,175.0,0
10636,0,9.0,1.0,12.0,2,0,3.0,5.0,0,4.0,1,5.0,0.0,20.0,3.0,5.0,1807.0,1
10637,0,8.0,1.0,11.0,1,1,4.0,5.0,3,5.0,2,5.0,0.0,23.0,1.0,10.0,179.0,0
10638,0,9.0,1.0,18.0,4,1,3.0,5.0,2,1.0,1,4.0,0.0,15.0,2.0,3.0,156.0,0
10639,1,7.0,3.0,23.0,3,0,3.0,6.0,3,3.0,2,13.0,0.0,16.0,1.0,4.0,182.0,1
10641,0,30.0,1.0,17.0,0,0,4.0,4.0,1,5.0,1,8.0,0.0,14.0,5.0,3.0,324.0,1
10642,0,3.0,1.0,19.0,1,0,3.0,4.0,2,1.0,1,5.0,0.0,14.0,1.0,9.0,163.0,1
10643,0,1.0,1.0,21.0,2,1,3.0,4.0,2,5.0,2,7.0,0.0,26.0,1.0,1.0,158.0,1
10644,0,19.0,1.0,21.0,1,0,3.0,4.0,2,3.0,1,9.0,1.0,20.0,1.0,3.0,172.0,1
10645,0,11.0,1.0,11.0,2,0,3.0,5.0,3,1.0,1,7.0,0.0,15.0,1.0,12.0,192.0,1
10648,0,27.0,1.0,21.0,1,0,3.0,4.0,1,3.0,1,9.0,0.0,19.0,4.0,8.0,317.0,1
10649,0,3.0,1.0,26.0,2,0,4.0,6.0,2,1.0,1,6.0,1.0,21.0,2.0,4.0,150.0,1
10651,0,20.0,3.0,11.0,3,0,4.0,4.0,4,5.0,1,14.0,0.0,26.0,7.0,10.0,299.0,1
10652,0,18.0,1.0,27.0,2,1,4.0,6.0,2,3.0,2,6.0,0.0,15.0,2.0,1.0,153.0,0
10654,1,5.0,1.0,17.0,2,1,4.0,5.0,2,5.0,1,12.0,0.0,18.0,1.0,1.0,151.0,0
10656,0,14.0,3.0,15.0,1,1,4.0,4.0,3,4.0,1,7.0,0.0,14.0,2.0,1.0,169.0,0
10658,0,2.0,1.0,28.0,1,1,4.0,5.0,2,5.0,1,5.0,0.0,14.0,2.0,4.0,161.0,1
10659,0,20.0,1.0,27.0,2,1,3.0,4.0,1,4.0,1,10.0,0.0,14.0,2.0,4.0,316.0,1
10660,0,9.0,3.0,27.0,2,1,4.0,4.0,3,5.0,1,7.0,1.0,17.0,1.0,8.0,217.0,1
10662,0,7.0,3.0,38.0,1,0,3.0,4.0,3,3.0,1,3.0,0.0,14.0,1.0,2.0,174.0,0
10664,0,4.0,1.0,18.0,2,1,3.0,4.0,3,3.0,1,6.0,0.0,15.0,5.0,10.0,165.0,1
10665,0,99.0,1.0,43.0,4,1,3.0,4.0,3,1.0,2,3.0,0.0,28.0,7.0,18.0,174.0,1
10667,0,20.0,1.0,15.0,0,1,3.0,4.0,3,1.0,1,7.0,0.0,14.0,1.0,5.0,202.0,1
10668,0,16.0,2.0,16.0,1,1,4.0,2.0,3,5.0,1,12.0,0.0,19.0,2.0,4.0,188.0,0
